Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
33.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,25.0,59.23
103.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,25.0,46.5
220.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,60.0,40.59
87.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,25.0,46.2
108.0,430.0,193.5,0.45,17.2,1760.5,0.6,0.4,25.0,46.01
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
121.0,360.0,180.0,0.5,14.4,1844.0,0.6,0.4,60.0,57.37
226.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,60.0,31.24
238.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,60.0,35.2
45.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,60.0,65.09
