Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
228.0,430.0,193.5,0.45,17.2,1760.5,0.7,0.3,60.0,39.8
132.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,60.0,57.2
193.0,440.0,220.0,0.5,17.6,1724.0,0.7,0.3,25.0,38.66
100.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,25.0,45.48
81.0,360.0,180.0,0.5,14.4,1844.0,0.6,0.4,25.0,47.92
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
35.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,25.0,47.61
180.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,25.0,36.24
183.0,410.0,246.0,0.6,16.4,1728.0,0.7,0.3,25.0,25.2
92.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,25.0,44.21
