Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
162.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,25.0,31.11
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
18.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,25.0,48.14
13.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,25.0,60.08
32.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,25.0,51.9
104.0,420.0,189.0,0.45,16.8,1775.0,0.6,0.4,25.0,46.08
35.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,25.0,47.61
168.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,25.0,34.79
223.0,410.0,246.0,0.6,16.4,1728.0,0.7,0.3,60.0,27.16
76.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,60.0,54.97
