Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
8.0,380.0,171.0,0.45,15.2,1833.0,0.5,0.5,25.0,55.85
35.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,25.0,47.61
16.0,400.0,180.0,0.45,16.0,1804.0,0.5,0.5,25.0,56.36
11.0,380.0,228.0,0.6,15.2,1776.0,0.5,0.5,25.0,46.98
6.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,25.0,50.73
231.0,430.0,258.0,0.6,17.2,1696.0,0.7,0.3,60.0,27.77
214.0,390.0,214.5,0.55,15.6,1779.5,0.7,0.3,60.0,32.58
192.0,440.0,198.0,0.45,17.6,1746.0,0.7,0.3,25.0,34.86
163.0,360.0,216.0,0.6,14.4,1808.0,0.7,0.3,25.0,25.71
222.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,60.0,31.67
