Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
200.0,360.0,162.0,0.45,14.4,1862.0,0.7,0.3,60.0,41.53
116.0,450.0,202.5,0.45,18.0,1731.5,0.6,0.4,25.0,45.88
21.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,25.0,60.28
124.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,60.0,56.11
192.0,440.0,198.0,0.45,17.6,1746.0,0.7,0.3,25.0,34.86
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
80.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,25.0,43.32
65.0,420.0,210.0,0.5,16.8,1754.0,0.5,0.5,60.0,64.28
182.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,25.0,26.95
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
