Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
43.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,60.0,52.4
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
175.0,390.0,234.0,0.6,15.6,1760.0,0.7,0.3,25.0,25.4
105.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,25.0,51.22
198.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,25.0,25.71
12.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,25.0,56.1
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
31.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,25.0,47.59
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
216.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,60.0,40.78
