Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
9.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,25.0,59.98
201.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,60.0,42.56
189.0,430.0,215.0,0.5,17.2,1739.0,0.7,0.3,25.0,38.43
103.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,25.0,46.5
208.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,60.0,41.15
163.0,360.0,216.0,0.6,14.4,1808.0,0.7,0.3,25.0,25.71
52.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,60.0,59.73
44.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,60.0,61.22
66.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,60.0,50.64
89.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,25.0,47.91
