Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
181.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,25.0,37.85
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
185.0,420.0,210.0,0.5,16.8,1754.0,0.7,0.3,25.0,38.16
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
20.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,25.0,56.62
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
76.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,60.0,54.97
87.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,25.0,46.2
212.0,390.0,175.5,0.45,15.6,1818.5,0.7,0.3,60.0,40.96
29.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,25.0,59.75
