Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
12.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,25.0,56.1
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
42.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,60.0,53.39
121.0,360.0,180.0,0.5,14.4,1844.0,0.6,0.4,60.0,57.37
175.0,390.0,234.0,0.6,15.6,1760.0,0.7,0.3,25.0,25.4
161.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,25.0,36.19
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
221.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,60.0,43.35
