Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
39.0,450.0,270.0,0.6,18.0,1664.0,0.5,0.5,25.0,47.64
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
168.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,25.0,34.79
195.0,440.0,264.0,0.6,17.6,1680.0,0.7,0.3,25.0,22.4
53.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,60.0,64.76
15.0,390.0,234.0,0.6,15.6,1760.0,0.5,0.5,25.0,47.13
145.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,60.0,62.29
