Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
23.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,25.0,47.43
50.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,60.0,52.46
47.0,370.0,222.0,0.6,14.8,1792.0,0.5,0.5,60.0,51.9
98.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,25.0,45.38
97.0,400.0,200.0,0.5,16.0,1784.0,0.6,0.4,25.0,49.59
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
132.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,60.0,57.2
54.0,390.0,214.5,0.55,15.6,1779.5,0.5,0.5,60.0,52.0
222.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,60.0,31.67
77.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,60.0,61.9
