Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
200.0,360.0,162.0,0.45,14.4,1862.0,0.7,0.3,60.0,41.53
43.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,60.0,52.4
197.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,25.0,38.96
192.0,440.0,198.0,0.45,17.6,1746.0,0.7,0.3,25.0,34.86
110.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,25.0,43.71
100.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,25.0,45.48
203.0,360.0,216.0,0.6,14.4,1808.0,0.7,0.3,60.0,25.58
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
42.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,60.0,53.39
