Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
139.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,60.0,54.87
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
235.0,440.0,264.0,0.6,17.6,1680.0,0.7,0.3,60.0,28.65
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
67.0,420.0,252.0,0.6,16.8,1712.0,0.5,0.5,60.0,49.44
189.0,430.0,215.0,0.5,17.2,1739.0,0.7,0.3,25.0,38.43
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
