Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
92.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,25.0,44.21
208.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,60.0,41.15
89.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,25.0,47.91
88.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,25.0,43.58
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
102.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,25.0,45.02
19.0,400.0,240.0,0.6,16.0,1744.0,0.5,0.5,25.0,47.28
73.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,60.0,62.65
100.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,25.0,45.48
228.0,430.0,193.5,0.45,17.2,1760.5,0.7,0.3,60.0,39.8
