Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
100.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,25.0,45.48
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
84.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,25.0,42.95
232.0,440.0,198.0,0.45,17.6,1746.0,0.7,0.3,60.0,39.19
72.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,60.0,55.78
181.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,25.0,37.85
193.0,440.0,220.0,0.5,17.6,1724.0,0.7,0.3,25.0,38.66
189.0,430.0,215.0,0.5,17.2,1739.0,0.7,0.3,25.0,38.43
217.0,400.0,200.0,0.5,16.0,1784.0,0.7,0.3,60.0,43.19
231.0,430.0,258.0,0.6,17.2,1696.0,0.7,0.3,60.0,27.77
