Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
168.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,25.0,34.79
207.0,370.0,222.0,0.6,14.8,1792.0,0.7,0.3,60.0,28.3
151.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,60.0,54.31
203.0,360.0,216.0,0.6,14.4,1808.0,0.7,0.3,60.0,25.58
126.0,370.0,203.5,0.55,14.8,1810.5,0.6,0.4,60.0,54.32
165.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,25.0,36.52
162.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,25.0,31.11
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
67.0,420.0,252.0,0.6,16.8,1712.0,0.5,0.5,60.0,49.44
