Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
234.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,60.0,33.95
180.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,25.0,36.24
152.0,440.0,198.0,0.45,17.6,1746.0,0.6,0.4,60.0,57.27
92.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,25.0,44.21
8.0,380.0,171.0,0.45,15.2,1833.0,0.5,0.5,25.0,55.85
49.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,60.0,64.93
143.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,60.0,55.78
186.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,25.0,26.17
181.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,25.0,37.85
16.0,400.0,180.0,0.45,16.0,1804.0,0.5,0.5,25.0,56.36
