Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
99.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,25.0,46.42
80.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,25.0,43.32
216.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,60.0,40.78
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
234.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,60.0,33.95
95.0,390.0,234.0,0.6,15.6,1760.0,0.6,0.4,25.0,46.35
107.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,25.0,46.57
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
201.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,60.0,42.56
9.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,25.0,59.98
