Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
120.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,60.0,55.57
152.0,440.0,198.0,0.45,17.6,1746.0,0.6,0.4,60.0,57.27
151.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,60.0,54.31
145.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,60.0,62.29
176.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,25.0,35.76
184.0,420.0,189.0,0.45,16.8,1775.0,0.7,0.3,25.0,36.69
187.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,25.0,25.11
115.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,25.0,46.01
186.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,25.0,26.17
