Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
107.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,25.0,46.57
185.0,420.0,210.0,0.5,16.8,1754.0,0.7,0.3,25.0,38.16
213.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,60.0,43.03
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
97.0,400.0,200.0,0.5,16.0,1784.0,0.6,0.4,25.0,49.59
184.0,420.0,189.0,0.45,16.8,1775.0,0.7,0.3,25.0,36.69
93.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,25.0,48.75
6.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,25.0,50.73
84.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,25.0,42.95
