Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
187.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,25.0,25.11
165.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,25.0,36.52
92.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,25.0,44.21
37.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,25.0,58.53
228.0,430.0,193.5,0.45,17.2,1760.5,0.7,0.3,60.0,39.8
181.0,410.0,205.0,0.5,16.4,1769.0,0.7,0.3,25.0,37.85
105.0,420.0,210.0,0.5,16.8,1754.0,0.6,0.4,25.0,51.22
8.0,380.0,171.0,0.45,15.2,1833.0,0.5,0.5,25.0,55.85
202.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,60.0,33.94
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
