Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
130.0,380.0,209.0,0.55,15.2,1795.0,0.6,0.4,60.0,55.26
155.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,60.0,51.98
191.0,430.0,258.0,0.6,17.2,1696.0,0.7,0.3,25.0,23.62
76.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,60.0,54.97
140.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,60.0,58.29
206.0,370.0,203.5,0.55,14.8,1810.5,0.7,0.3,60.0,33.49
9.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,25.0,59.98
16.0,400.0,180.0,0.45,16.0,1804.0,0.5,0.5,25.0,56.36
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
238.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,60.0,35.2
