Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
125.0,370.0,185.0,0.5,14.8,1829.0,0.6,0.4,60.0,58.2
136.0,400.0,180.0,0.45,16.0,1804.0,0.6,0.4,60.0,57.75
62.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,60.0,51.07
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
165.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,25.0,36.52
211.0,380.0,228.0,0.6,15.2,1776.0,0.7,0.3,60.0,28.01
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
172.0,390.0,175.5,0.45,15.6,1818.5,0.7,0.3,25.0,38.27
187.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,25.0,25.11
