Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
211.0,380.0,228.0,0.6,15.2,1776.0,0.7,0.3,60.0,28.01
227.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,60.0,26.89
231.0,430.0,258.0,0.6,17.2,1696.0,0.7,0.3,60.0,27.77
202.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,60.0,33.94
222.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,60.0,31.67
176.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,25.0,35.76
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
127.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,60.0,52.13
26.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,25.0,46.48
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
