Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
155.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,60.0,51.98
130.0,380.0,209.0,0.55,15.2,1795.0,0.6,0.4,60.0,55.26
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
67.0,420.0,252.0,0.6,16.8,1712.0,0.5,0.5,60.0,49.44
47.0,370.0,222.0,0.6,14.8,1792.0,0.5,0.5,60.0,51.9
208.0,380.0,171.0,0.45,15.2,1833.0,0.7,0.3,60.0,41.15
162.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,25.0,31.11
144.0,420.0,189.0,0.45,16.8,1775.0,0.6,0.4,60.0,58.8
40.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,60.0,61.96
