Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
165.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,25.0,36.52
52.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,60.0,59.73
139.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,60.0,54.87
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
220.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,60.0,40.59
7.0,370.0,222.0,0.6,14.8,1792.0,0.5,0.5,25.0,46.84
209.0,380.0,190.0,0.5,15.2,1814.0,0.7,0.3,60.0,42.88
74.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,60.0,53.2
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
212.0,390.0,175.5,0.45,15.6,1818.5,0.7,0.3,60.0,40.96
