Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
6.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,25.0,50.73
52.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,60.0,59.73
137.0,400.0,200.0,0.5,16.0,1784.0,0.6,0.4,60.0,60.68
160.0,360.0,162.0,0.45,14.4,1862.0,0.7,0.3,25.0,33.83
28.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,25.0,54.14
120.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,60.0,55.57
124.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,60.0,56.11
166.0,370.0,203.5,0.55,14.8,1810.5,0.7,0.3,25.0,30.27
165.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,25.0,36.52
