Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
192.0,440.0,198.0,0.45,17.6,1746.0,0.7,0.3,25.0,34.86
84.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,25.0,42.95
13.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,25.0,60.08
89.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,25.0,47.91
12.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,25.0,56.1
184.0,420.0,189.0,0.45,16.8,1775.0,0.7,0.3,25.0,36.69
28.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,25.0,54.14
132.0,390.0,175.5,0.45,15.6,1818.5,0.6,0.4,60.0,57.2
129.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,60.0,59.03
53.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,60.0,64.76
