Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
83.0,360.0,216.0,0.6,14.4,1808.0,0.6,0.4,25.0,43.38
113.0,440.0,220.0,0.5,17.6,1724.0,0.6,0.4,25.0,50.89
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
202.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,60.0,33.94
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
50.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,60.0,52.46
156.0,450.0,202.5,0.45,18.0,1731.5,0.6,0.4,60.0,56.56
175.0,390.0,234.0,0.6,15.6,1760.0,0.7,0.3,25.0,25.4
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
96.0,400.0,180.0,0.45,16.0,1804.0,0.6,0.4,25.0,44.85
