Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
189.0,430.0,215.0,0.5,17.2,1739.0,0.7,0.3,25.0,38.43
201.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,60.0,42.56
176.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,25.0,35.76
185.0,420.0,210.0,0.5,16.8,1754.0,0.7,0.3,25.0,38.16
110.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,25.0,43.71
52.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,60.0,59.73
32.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,25.0,51.9
180.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,25.0,36.24
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
41.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,60.0,65.26
