Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
32.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,25.0,51.9
177.0,400.0,200.0,0.5,16.0,1784.0,0.7,0.3,25.0,37.52
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
230.0,430.0,236.5,0.55,17.2,1717.5,0.7,0.3,60.0,32.59
233.0,440.0,220.0,0.5,17.6,1724.0,0.7,0.3,60.0,44.18
88.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,25.0,43.58
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
204.0,370.0,166.5,0.45,14.8,1847.5,0.7,0.3,60.0,41.34
161.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,25.0,36.19
45.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,60.0,65.09
