Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
201.0,360.0,180.0,0.5,14.4,1844.0,0.7,0.3,60.0,42.56
37.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,25.0,58.53
220.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,60.0,40.59
125.0,370.0,185.0,0.5,14.8,1829.0,0.6,0.4,60.0,58.2
178.0,400.0,220.0,0.55,16.0,1764.0,0.7,0.3,25.0,27.77
58.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,60.0,51.54
21.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,25.0,60.28
141.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,60.0,61.51
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
