Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
20.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,25.0,56.62
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
129.0,380.0,190.0,0.5,15.2,1814.0,0.6,0.4,60.0,59.03
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
85.0,370.0,185.0,0.5,14.8,1829.0,0.6,0.4,25.0,48.47
205.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,60.0,42.72
217.0,400.0,200.0,0.5,16.0,1784.0,0.7,0.3,60.0,43.19
122.0,360.0,198.0,0.55,14.4,1826.0,0.6,0.4,60.0,53.39
236.0,450.0,202.5,0.45,18.0,1731.5,0.7,0.3,60.0,38.63
127.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,60.0,52.13
