Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
79.0,450.0,270.0,0.6,18.0,1664.0,0.5,0.5,60.0,53.79
127.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,60.0,52.13
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
88.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,25.0,43.58
213.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,60.0,43.03
202.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,60.0,33.94
60.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,60.0,58.24
222.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,60.0,31.67
126.0,370.0,203.5,0.55,14.8,1810.5,0.6,0.4,60.0,54.32
56.0,400.0,180.0,0.45,16.0,1804.0,0.5,0.5,60.0,58.98
