Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
223.0,410.0,246.0,0.6,16.4,1728.0,0.7,0.3,60.0,27.16
14.0,390.0,214.5,0.55,15.6,1779.5,0.5,0.5,25.0,49.0
172.0,390.0,175.5,0.45,15.6,1818.5,0.7,0.3,25.0,38.27
229.0,430.0,215.0,0.5,17.2,1739.0,0.7,0.3,60.0,43.84
35.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,25.0,47.61
185.0,420.0,210.0,0.5,16.8,1754.0,0.7,0.3,25.0,38.16
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
32.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,25.0,51.9
63.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,60.0,49.91
