Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
224.0,420.0,189.0,0.45,16.8,1775.0,0.7,0.3,60.0,40.41
137.0,400.0,200.0,0.5,16.0,1784.0,0.6,0.4,60.0,60.68
222.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,60.0,31.67
225.0,420.0,210.0,0.5,16.8,1754.0,0.7,0.3,60.0,43.5
17.0,400.0,200.0,0.5,16.0,1784.0,0.5,0.5,25.0,60.18
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
30.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,25.0,47.15
187.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,25.0,25.11
23.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,25.0,47.43
