Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
137.0,400.0,200.0,0.5,16.0,1784.0,0.6,0.4,60.0,60.68
72.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,60.0,55.78
121.0,360.0,180.0,0.5,14.4,1844.0,0.6,0.4,60.0,57.37
236.0,450.0,202.5,0.45,18.0,1731.5,0.7,0.3,60.0,38.63
21.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,25.0,60.28
63.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,60.0,49.91
31.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,25.0,47.59
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
224.0,420.0,189.0,0.45,16.8,1775.0,0.7,0.3,60.0,40.41
194.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,25.0,25.88
