Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
180.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,25.0,36.24
47.0,370.0,222.0,0.6,14.8,1792.0,0.5,0.5,60.0,51.9
178.0,400.0,220.0,0.55,16.0,1764.0,0.7,0.3,25.0,27.77
195.0,440.0,264.0,0.6,17.6,1680.0,0.7,0.3,25.0,22.4
26.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,25.0,46.48
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
109.0,430.0,215.0,0.5,17.2,1739.0,0.6,0.4,25.0,51.04
108.0,430.0,193.5,0.45,17.2,1760.5,0.6,0.4,25.0,46.01
66.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,60.0,50.64
