Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
99.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,25.0,46.42
173.0,390.0,195.0,0.5,15.6,1799.0,0.7,0.3,25.0,37.18
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
31.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,25.0,47.59
236.0,450.0,202.5,0.45,18.0,1731.5,0.7,0.3,60.0,38.63
32.0,440.0,198.0,0.45,17.6,1746.0,0.5,0.5,25.0,51.9
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
24.0,420.0,189.0,0.45,16.8,1775.0,0.5,0.5,25.0,56.86
108.0,430.0,193.5,0.45,17.2,1760.5,0.6,0.4,25.0,46.01
44.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,60.0,61.22
