Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
96.0,400.0,180.0,0.45,16.0,1804.0,0.6,0.4,25.0,44.85
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
18.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,25.0,48.14
113.0,440.0,220.0,0.5,17.6,1724.0,0.6,0.4,25.0,50.89
199.0,450.0,270.0,0.6,18.0,1664.0,0.7,0.3,25.0,20.76
103.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,25.0,46.5
136.0,400.0,180.0,0.45,16.0,1804.0,0.6,0.4,60.0,57.75
67.0,420.0,252.0,0.6,16.8,1712.0,0.5,0.5,60.0,49.44
68.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,60.0,56.66
135.0,390.0,234.0,0.6,15.6,1760.0,0.6,0.4,60.0,53.96
