Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
218.0,400.0,220.0,0.55,16.0,1764.0,0.7,0.3,60.0,32.12
165.0,370.0,185.0,0.5,14.8,1829.0,0.7,0.3,25.0,36.52
130.0,380.0,209.0,0.55,15.2,1795.0,0.6,0.4,60.0,55.26
43.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,60.0,52.4
128.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,60.0,56.66
136.0,400.0,180.0,0.45,16.0,1804.0,0.6,0.4,60.0,57.75
140.0,410.0,184.5,0.45,16.4,1789.5,0.6,0.4,60.0,58.29
144.0,420.0,189.0,0.45,16.8,1775.0,0.6,0.4,60.0,58.8
108.0,430.0,193.5,0.45,17.2,1760.5,0.6,0.4,25.0,46.01
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
224.0,420.0,189.0,0.45,16.8,1775.0,0.7,0.3,60.0,40.41
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
