Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
187.0,420.0,252.0,0.6,16.8,1712.0,0.7,0.3,25.0,25.11
12.0,390.0,175.5,0.45,15.6,1818.5,0.5,0.5,25.0,56.1
23.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,25.0,47.43
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
110.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,25.0,43.71
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
134.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,60.0,56.19
