Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
55.0,390.0,234.0,0.6,15.6,1760.0,0.5,0.5,60.0,50.9
198.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,25.0,25.71
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
155.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,60.0,51.98
151.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,60.0,54.31
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
143.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,60.0,55.78
139.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,60.0,54.87
135.0,390.0,234.0,0.6,15.6,1760.0,0.6,0.4,60.0,53.96
131.0,380.0,228.0,0.6,15.2,1776.0,0.6,0.4,60.0,53.05
127.0,370.0,222.0,0.6,14.8,1792.0,0.6,0.4,60.0,52.13
123.0,360.0,216.0,0.6,14.4,1808.0,0.6,0.4,60.0,51.22
119.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,25.0,45.68
