Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
162.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,25.0,31.11
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
210.0,380.0,209.0,0.55,15.2,1795.0,0.7,0.3,60.0,33.03
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
110.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,25.0,43.71
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
102.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,25.0,45.02
