Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
126.0,370.0,203.5,0.55,14.8,1810.5,0.6,0.4,60.0,54.32
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
120.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,60.0,55.57
19.0,400.0,240.0,0.6,16.0,1744.0,0.5,0.5,25.0,47.28
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
6.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,25.0,50.73
7.0,370.0,222.0,0.6,14.8,1792.0,0.5,0.5,25.0,46.84
8.0,380.0,171.0,0.45,15.2,1833.0,0.5,0.5,25.0,55.85
9.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,25.0,59.98
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
