Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
139.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,60.0,54.87
88.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,25.0,43.58
216.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,60.0,40.78
10.0,380.0,209.0,0.55,15.2,1795.0,0.5,0.5,25.0,49.86
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
155.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,60.0,51.98
151.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,60.0,54.31
119.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,25.0,45.68
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
115.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,25.0,46.01
111.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,25.0,46.27
143.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,60.0,55.78
107.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,25.0,46.57
