Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
220.0,410.0,184.5,0.45,16.4,1789.5,0.7,0.3,60.0,40.59
197.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,25.0,38.96
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
79.0,450.0,270.0,0.6,18.0,1664.0,0.5,0.5,60.0,53.79
159.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,60.0,49.83
155.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,60.0,51.98
151.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,60.0,54.31
147.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,60.0,56.64
143.0,410.0,246.0,0.6,16.4,1728.0,0.6,0.4,60.0,55.78
119.0,450.0,270.0,0.6,18.0,1664.0,0.6,0.4,25.0,45.68
115.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,25.0,46.01
111.0,430.0,258.0,0.6,17.2,1696.0,0.6,0.4,25.0,46.27
107.0,420.0,252.0,0.6,16.8,1712.0,0.6,0.4,25.0,46.57
139.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,60.0,54.87
