Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
82.0,360.0,198.0,0.55,14.4,1826.0,0.6,0.4,25.0,46.87
11.0,380.0,228.0,0.6,15.2,1776.0,0.5,0.5,25.0,46.98
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
190.0,430.0,236.5,0.55,17.2,1717.5,0.7,0.3,25.0,26.01
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
6.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,25.0,50.73
