Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
235.0,440.0,264.0,0.6,17.6,1680.0,0.7,0.3,60.0,28.65
69.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,60.0,63.47
33.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,25.0,59.23
18.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,25.0,48.14
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
78.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,60.0,54.38
80.0,360.0,162.0,0.45,14.4,1862.0,0.6,0.4,25.0,43.32
74.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,60.0,53.2
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
