Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
194.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,25.0,25.88
155.0,440.0,264.0,0.6,17.6,1680.0,0.6,0.4,60.0,51.98
60.0,410.0,184.5,0.45,16.4,1789.5,0.5,0.5,60.0,58.24
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
110.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,25.0,43.71
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
134.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,60.0,56.19
