Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
216.0,400.0,180.0,0.45,16.0,1804.0,0.7,0.3,60.0,40.78
236.0,450.0,202.5,0.45,18.0,1731.5,0.7,0.3,60.0,38.63
28.0,430.0,193.5,0.45,17.2,1760.5,0.5,0.5,25.0,54.14
234.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,60.0,33.95
157.0,450.0,225.0,0.5,18.0,1709.0,0.6,0.4,60.0,61.3
0.0,360.0,162.0,0.45,14.4,1862.0,0.5,0.5,25.0,55.37
1.0,360.0,180.0,0.5,14.4,1844.0,0.5,0.5,25.0,59.79
153.0,440.0,220.0,0.5,17.6,1724.0,0.6,0.4,60.0,61.61
117.0,450.0,225.0,0.5,18.0,1709.0,0.6,0.4,25.0,50.69
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
3.0,360.0,216.0,0.6,14.4,1808.0,0.5,0.5,25.0,46.68
4.0,370.0,166.5,0.45,14.8,1847.5,0.5,0.5,25.0,55.62
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
6.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,25.0,50.73
