Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
35.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,25.0,47.61
2.0,360.0,198.0,0.55,14.4,1826.0,0.5,0.5,25.0,51.61
130.0,380.0,209.0,0.55,15.2,1795.0,0.6,0.4,60.0,55.26
76.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,60.0,54.97
78.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,60.0,54.38
74.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,60.0,53.2
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
66.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,60.0,50.64
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
30.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,25.0,47.15
62.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,60.0,51.07
26.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,25.0,46.48
58.0,400.0,220.0,0.55,16.0,1764.0,0.5,0.5,60.0,51.54
