Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
9.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,25.0,59.98
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
36.0,450.0,202.5,0.45,18.0,1731.5,0.5,0.5,25.0,48.91
215.0,390.0,234.0,0.6,15.6,1760.0,0.7,0.3,60.0,27.73
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
110.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,25.0,43.71
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
