Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
230.0,430.0,236.5,0.55,17.2,1717.5,0.7,0.3,60.0,32.59
144.0,420.0,189.0,0.45,16.8,1775.0,0.6,0.4,60.0,58.8
128.0,380.0,171.0,0.45,15.2,1833.0,0.6,0.4,60.0,56.66
197.0,450.0,225.0,0.5,18.0,1709.0,0.7,0.3,25.0,38.96
21.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,25.0,60.28
29.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,25.0,59.75
19.0,400.0,240.0,0.6,16.0,1744.0,0.5,0.5,25.0,47.28
177.0,400.0,200.0,0.5,16.0,1784.0,0.7,0.3,25.0,37.52
13.0,390.0,195.0,0.5,15.6,1799.0,0.5,0.5,25.0,60.08
33.0,440.0,220.0,0.5,17.6,1724.0,0.5,0.5,25.0,59.23
5.0,370.0,185.0,0.5,14.8,1829.0,0.5,0.5,25.0,59.88
6.0,370.0,203.5,0.55,14.8,1810.5,0.5,0.5,25.0,50.73
37.0,450.0,225.0,0.5,18.0,1709.0,0.5,0.5,25.0,58.53
61.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,60.0,64.43
