Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
124.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,60.0,56.11
214.0,390.0,214.5,0.55,15.6,1779.5,0.7,0.3,60.0,32.58
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
183.0,410.0,246.0,0.6,16.4,1728.0,0.7,0.3,25.0,25.2
15.0,390.0,234.0,0.6,15.6,1760.0,0.5,0.5,25.0,47.13
134.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,60.0,56.19
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
137.0,400.0,200.0,0.5,16.0,1784.0,0.6,0.4,60.0,60.68
141.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,60.0,61.51
101.0,410.0,205.0,0.5,16.4,1769.0,0.6,0.4,25.0,50.43
61.0,410.0,205.0,0.5,16.4,1769.0,0.5,0.5,60.0,64.43
