Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
29.0,430.0,215.0,0.5,17.2,1739.0,0.5,0.5,25.0,59.75
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
99.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,25.0,46.42
9.0,380.0,190.0,0.5,15.2,1814.0,0.5,0.5,25.0,59.98
78.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,60.0,54.38
74.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,60.0,53.2
38.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,25.0,48.45
34.0,440.0,242.0,0.55,17.6,1702.0,0.5,0.5,25.0,47.71
70.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,60.0,51.92
30.0,430.0,236.5,0.55,17.2,1717.5,0.5,0.5,25.0,47.15
66.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,60.0,50.64
26.0,420.0,231.0,0.55,16.8,1733.0,0.5,0.5,25.0,46.48
62.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,60.0,51.07
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
