Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
239.0,450.0,270.0,0.6,18.0,1664.0,0.7,0.3,60.0,29.46
133.0,390.0,195.0,0.5,15.6,1799.0,0.6,0.4,60.0,59.86
230.0,430.0,236.5,0.55,17.2,1717.5,0.7,0.3,60.0,32.59
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
78.0,450.0,247.5,0.55,18.0,1686.5,0.5,0.5,60.0,54.38
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
134.0,390.0,214.5,0.55,15.6,1779.5,0.6,0.4,60.0,56.19
130.0,380.0,209.0,0.55,15.2,1795.0,0.6,0.4,60.0,55.26
126.0,370.0,203.5,0.55,14.8,1810.5,0.6,0.4,60.0,54.32
122.0,360.0,198.0,0.55,14.4,1826.0,0.6,0.4,60.0,53.39
