Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
153.0,440.0,220.0,0.5,17.6,1724.0,0.6,0.4,60.0,61.61
124.0,370.0,166.5,0.45,14.8,1847.5,0.6,0.4,60.0,56.11
99.0,400.0,240.0,0.6,16.0,1744.0,0.6,0.4,25.0,46.42
226.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,60.0,31.24
158.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,60.0,54.38
154.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,60.0,55.82
150.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,60.0,57.37
146.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,60.0,58.93
142.0,410.0,225.5,0.55,16.4,1748.5,0.6,0.4,60.0,58.06
118.0,450.0,247.5,0.55,18.0,1686.5,0.6,0.4,25.0,41.85
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
110.0,430.0,236.5,0.55,17.2,1717.5,0.6,0.4,25.0,43.71
106.0,420.0,231.0,0.55,16.8,1733.0,0.6,0.4,25.0,44.67
138.0,400.0,220.0,0.55,16.0,1764.0,0.6,0.4,60.0,57.12
