Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
182.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,25.0,26.95
236.0,450.0,202.5,0.45,18.0,1731.5,0.7,0.3,60.0,38.63
162.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,25.0,31.11
135.0,390.0,234.0,0.6,15.6,1760.0,0.6,0.4,60.0,53.96
238.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,60.0,35.2
234.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,60.0,33.95
230.0,430.0,236.5,0.55,17.2,1717.5,0.7,0.3,60.0,32.59
226.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,60.0,31.24
222.0,410.0,225.5,0.55,16.4,1748.5,0.7,0.3,60.0,31.67
198.0,450.0,247.5,0.55,18.0,1686.5,0.7,0.3,25.0,25.71
194.0,440.0,242.0,0.55,17.6,1702.0,0.7,0.3,25.0,25.88
218.0,400.0,220.0,0.55,16.0,1764.0,0.7,0.3,60.0,32.12
190.0,430.0,236.5,0.55,17.2,1717.5,0.7,0.3,25.0,26.01
186.0,420.0,231.0,0.55,16.8,1733.0,0.7,0.3,25.0,26.17
