Idx_Sample,Powderkg,Liquidkg,WC,Admixturekg,Aggregateskg,Fly_Ash_ratio,GGBFS_ratio,temperature,fc_28dGroundTruth
162.0,360.0,198.0,0.55,14.4,1826.0,0.7,0.3,25.0,31.11
67.0,420.0,252.0,0.6,16.8,1712.0,0.5,0.5,60.0,49.44
114.0,440.0,242.0,0.55,17.6,1702.0,0.6,0.4,25.0,42.91
22.0,410.0,225.5,0.55,16.4,1748.5,0.5,0.5,25.0,47.28
79.0,450.0,270.0,0.6,18.0,1664.0,0.5,0.5,60.0,53.79
39.0,450.0,270.0,0.6,18.0,1664.0,0.5,0.5,25.0,47.64
75.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,60.0,52.42
71.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,60.0,50.93
63.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,60.0,49.91
35.0,440.0,264.0,0.6,17.6,1680.0,0.5,0.5,25.0,47.61
31.0,430.0,258.0,0.6,17.2,1696.0,0.5,0.5,25.0,47.59
27.0,420.0,252.0,0.6,16.8,1712.0,0.5,0.5,25.0,47.57
59.0,400.0,240.0,0.6,16.0,1744.0,0.5,0.5,60.0,50.41
23.0,410.0,246.0,0.6,16.4,1728.0,0.5,0.5,25.0,47.43
