Formulation,Compressive Strength
"The formulation is Powderkg = 440, wc = 0.45, materials = 0.6/0.4, curing = Heat curing.",57.27
"The formulation is Powderkg = 450, wc = 0.45, materials = 0.7/0.3, curing = Heat curing.",38.63
"The formulation is Powderkg = 430, wc = 0.5, materials = 0.6/0.4, curing = Ambient curing.",51.04
"The formulation is Powderkg = 420, wc = 0.55, materials = 0.5/0.5, curing = Heat curing.",50.64
"The formulation is Powderkg = 410, wc = 0.6, materials = 0.7/0.3, curing = Heat curing.",27.16
"The formulation is Powderkg = 450, wc = 0.55, materials = 0.6/0.4, curing = Heat curing.",54.38
"The formulation is Powderkg = 400, wc = 0.5, materials = 0.7/0.3, curing = Heat curing.",43.19
"The formulation is Powderkg = 450, wc = 0.45, materials = 0.6/0.4, curing = Ambient curing.",45.88
"The formulation is Powderkg = 450, wc = 0.55, materials = 0.5/0.5, curing = Ambient curing.",48.45
"The formulation is Powderkg = 430, wc = 0.5, materials = 0.6/0.4, curing = Heat curing.",61.95
