Formulation,Compressive Strength
"The formulation is Powderkg = 450, wc = 0.45, materials = 0.5/0.5, curing = Heat curing",54.97
"The formulation is Powderkg = 440, wc = 0.5, materials = 0.6/0.4, curing = Heat curing.",61.61
"The formulation is Powderkg = 430, wc = 0.55, materials = 0.7/0.3, curing = Heat curing.",32.59
"The formulation is Powderkg = 420, wc = 0.6, materials = 0.5/0.5, curing = Heat curing.",49.44
"The formulation is Powderkg = 450, wc = 0.45, materials = 0.7/0.3, curing = Heat curing.",38.63
"The formulation is Powderkg = 410, wc = 0.5, materials = 0.6/0.4, curing = Ambient curing.",50.43
"The formulation is Powderkg = 400, wc = 0.55, materials = 0.7/0.3, curing = Heat curing.",32.12
"The formulation is Powderkg = 430, wc = 0.5, materials = 0.5/0.5, curing = Ambient curing.",59.75
"The formulation is Powderkg = 420, wc = 0.6, materials = 0.6/0.4, curing = Ambient curing.",46.57
"The formulation is Powderkg = 450, wc = 0.5, materials = 0.7/0.3, curing = Ambient curing.",38.96
