Formulation,Compressive Strength
"The formulation is Powderkg = 450, wc = 0.45, materials = 0.6/0.4, curing = Heat curing",56.56
"The formulation is Powderkg = 430, wc = 0.5, materials = 0.7/0.3, curing = Ambient curing.",38.43
"The formulation is Powderkg = 440, wc = 0.55, materials = 0.5/0.5, curing = Heat curing.",53.2
"The formulation is Powderkg = 420, wc = 0.6, materials = 0.7/0.3, curing = Heat curing.",26.89
"The formulation is Powderkg = 410, wc = 0.45, materials = 0.6/0.4, curing = Heat curing.",58.29
"The formulation is Powderkg = 440, wc = 0.5, materials = 0.5/0.5, curing = Heat curing.",62.65
"The formulation is Powderkg = 390, wc = 0.6, materials = 0.7/0.3, curing = Ambient curing.",25.4
"The formulation is Powderkg = 400, wc = 0.55, materials = 0.6/0.4, curing = Ambient curing.",45.38
"The formulation is Powderkg = 420, wc = 0.5, materials = 0.7/0.3, curing = Heat curing.",43.5
"The formulation is Powderkg = 430, wc = 0.55, materials = 0.6/0.4, curing = Heat curing.",57.37
