Formulation,Compressive Strength
"The formulation is Powderkg = 450, wc = 0.45, materials = 0.5/0.5, curing = Heat curing.",54.97
"The formulation is Powderkg = 390, wc = 0.5, materials = 0.6/0.4, curing = Heat curing.",59.86
"The formulation is Powderkg = 430, wc = 0.55, materials = 0.7/0.3, curing = Heat curing.",32.59
"The formulation is Powderkg = 400, wc = 0.45, materials = 0.6/0.4, curing = Heat curing.",57.75
"The formulation is Powderkg = 420, wc = 0.5, materials = 0.7/0.3, curing = Ambient curing.",38.16
"The formulation is Powderkg = 440, wc = 0.55, materials = 0.5/0.5, curing = Heat curing.",53.2
"The formulation is Powderkg = 410, wc = 0.6, materials = 0.7/0.3, curing = Heat curing.",27.16
"The formulation is Powderkg = 450, wc = 0.45, materials = 0.6/0.4, curing = Ambient curing.",45.88
"The formulation is Powderkg = 410, wc = 0.5, materials = 0.5/0.5, curing = Heat curing.",64.43
"The formulation is Powderkg = 450, wc = 0.6, materials = 0.7/0.3, curing = Ambient curing.",20.76
